0,9.273106575012207,8.95396900177002
1,8.949981689453125,_
2,8.527191162109375,_
3,8.022046089172363,_
4,7.60353946685791,_
5,7.120754241943359,6.779870510101318
6,6.773617744445801,_
7,6.501230239868164,_
8,6.297532081604004,_
9,6.127993106842041,_
10,6.024918556213379,5.939129829406738
11,5.977592945098877,_
12,5.916275978088379,_
13,5.883996963500977,_
14,5.913500785827637,_
15,5.903099536895752,5.96009635925293
16,5.976899147033691,_
17,5.974612236022949,_
18,5.900722503662109,_
19,5.912436485290527,_
20,5.871423721313477,5.855472087860107
21,5.8340630531311035,_
22,5.767797470092773,_
23,5.799744606018066,_
24,5.8188958168029785,_
25,5.838199615478516,5.770257949829102
26,5.77240514755249,_
27,5.790920257568359,_
28,5.787685394287109,_
29,5.752954006195068,_
30,5.708201885223389,5.635725021362305
31,5.6838274002075195,_
32,5.652071475982666,_
33,5.729605674743652,_
34,5.628082275390625,_
35,5.636693477630615,5.571887969970703
36,5.504787445068359,_
37,5.53089714050293,_
38,5.548573017120361,_
39,5.495309829711914,_
40,5.49582576751709,5.3825907707214355
41,5.423674583435059,_
42,5.38341760635376,_
43,5.358310699462891,_
44,5.350234031677246,_
45,5.263803005218506,5.248019218444824
46,5.199896812438965,_
47,5.089871883392334,_
48,5.1571455001831055,_
49,5.146463871002197,_
50,5.038702011108398,4.9930925369262695
51,5.093534469604492,_
52,4.991192817687988,_
53,4.879429340362549,_
54,4.914555549621582,_
55,4.802376747131348,4.832915782928467
56,4.772411823272705,_
57,4.752696990966797,_
58,4.76933479309082,_
59,4.633835792541504,_
60,4.653543472290039,4.6016645431518555
61,4.625584602355957,_
62,4.478997230529785,_
63,4.5467658042907715,_
64,4.434545993804932,_
65,4.511898517608643,4.406765937805176
66,4.406735420227051,_
67,4.426227569580078,_
68,4.394434928894043,_
69,4.413077354431152,_
70,4.4121599197387695,4.318434715270996
71,4.360225677490234,_
72,4.270369529724121,_
73,4.340734958648682,_
74,4.240781307220459,_
75,4.2597527503967285,4.236844539642334
76,4.198800086975098,_
77,4.156902313232422,_
78,4.167791366577148,_
79,4.164033889770508,_
80,4.082483291625977,4.0810441970825195
81,4.200448036193848,_
82,4.155544281005859,_
83,4.122871398925781,_
84,4.152087211608887,_
85,4.072642803192139,4.0549116134643555
86,4.017571449279785,_
87,4.0953474044799805,_
88,4.159442901611328,_
89,3.9794557094573975,_
90,4.035634994506836,4.015180587768555
91,4.0035810470581055,_
92,4.0154805183410645,_
93,4.107712745666504,_
94,3.9425318241119385,_
95,4.035888671875,3.9791133403778076
96,3.9685521125793457,_
97,3.9500269889831543,_
98,3.9665145874023438,_
99,3.9083385467529297,_
100,3.8250558376312256,3.871457099914551
101,3.8977742195129395,_
102,3.9264729022979736,_
103,3.8794164657592773,_
104,3.9183473587036133,_
105,3.8898494243621826,3.872436046600342
106,3.930055618286133,_
107,3.9151039123535156,_
108,3.8613574504852295,_
109,3.8647561073303223,_
110,3.919229030609131,3.774394989013672
111,3.8750691413879395,_
112,3.8706250190734863,_
113,3.761644124984741,_
114,3.8520758152008057,_
115,3.7582545280456543,3.885450839996338
116,3.763089418411255,_
117,3.8251657485961914,_
118,3.9314050674438477,_
119,3.7961463928222656,_
120,3.764944076538086,3.7682301998138428
121,3.703080892562866,_
122,3.7178313732147217,_
123,3.805990695953369,_
124,3.8281733989715576,_
125,3.837961435317993,3.709907054901123
126,3.727444887161255,_
127,3.846762180328369,_
128,3.6692583560943604,_
129,3.705050468444824,_
130,3.7115261554718018,3.7265467643737793
131,3.7509407997131348,_
132,3.774824380874634,_
133,3.7288777828216553,_
134,3.687354564666748,_
135,3.668097496032715,3.712679862976074
136,3.7579307556152344,_
137,3.6390161514282227,_
138,3.672006845474243,_
139,3.8027753829956055,_
140,3.693077564239502,3.6455910205841064
141,3.7115659713745117,_
142,3.7048802375793457,_
143,3.726623058319092,_
144,3.6845617294311523,_
145,3.7509090900421143,3.6795616149902344
146,3.662158489227295,_
147,3.791057586669922,_
148,3.7423908710479736,_
149,3.621127128601074,_
150,3.6234707832336426,3.6161398887634277
151,3.609539747238159,_
152,3.6701784133911133,_
153,3.593534231185913,_
154,3.6384482383728027,_
155,3.69622802734375,3.593385696411133
156,3.6912684440612793,_
157,3.781975030899048,_
158,3.6626694202423096,_
159,3.6077208518981934,_
160,3.542353630065918,3.5757622718811035
161,3.6755239963531494,_
162,3.5670690536499023,_
163,3.6322436332702637,_
164,3.6413910388946533,_
165,3.683896541595459,3.619183301925659
166,3.5425972938537598,_
167,3.5624001026153564,_
168,3.5813283920288086,_
169,3.600098133087158,_
170,3.5976057052612305,3.437594413757324
171,3.6661293506622314,_
172,3.6840338706970215,_
173,3.5242888927459717,_
174,3.5793163776397705,_
175,3.461557388305664,3.61181640625
176,3.5835161209106445,_
177,3.598393440246582,_
178,3.5100812911987305,_
179,3.5338990688323975,_
180,3.653285264968872,3.549175262451172
181,3.662230968475342,_
182,3.484492301940918,_
183,3.519178867340088,_
184,3.4590392112731934,_
185,3.4912586212158203,3.560696840286255
186,3.605203628540039,_
187,3.4552860260009766,_
188,3.5175259113311768,_
189,3.5070314407348633,_
190,3.4984238147735596,3.488518238067627
191,3.5694456100463867,_
192,3.5189757347106934,_
193,3.5285441875457764,_
194,3.545987844467163,_
195,3.5172853469848633,3.550323009490967
196,3.5269713401794434,_
197,3.4937586784362793,_
198,3.644845962524414,_
199,3.422122001647949,_
200,3.476808786392212,3.419434070587158
201,3.4885241985321045,_
202,3.4546847343444824,_
203,3.5077738761901855,_
204,3.6043498516082764,_
205,3.489377021789551,3.4886176586151123
206,3.477783679962158,_
207,3.412715196609497,_
208,3.4189867973327637,_
209,3.474902391433716,_
210,3.4589433670043945,3.490004062652588
211,3.427403450012207,_
212,3.438723564147949,_
213,3.433497905731201,_
214,3.4418764114379883,_
215,3.513460874557495,3.4105334281921387
216,3.4634737968444824,_
217,3.4431891441345215,_
218,3.3703880310058594,_
219,3.445939540863037,_
220,3.4149508476257324,3.4501850605010986
221,3.4201767444610596,_
222,3.4433000087738037,_
223,3.491912364959717,_
